;update/loss/vf;Steps;Wall_Time
0;5.143648624420166;999;1648296877.855585
1;4.802166938781738;1999;1648297667.464952
2;3.6256721019744873;2999;1648298459.8720636
3;2.6391942501068115;3999;1648299249.4080477
4;2.2676925659179688;4999;1648300083.6411796
5;2.3441596031188965;5999;1648300870.5543234
6;3.0276291370391846;6999;1648301681.3859718
7;2.406254529953003;7999;1648302470.6547823
8;3.133765935897827;8999;1648303256.8904855
9;2.4335830211639404;9999;1648304048.6325028
10;2.827324628829956;10999;1648304878.5454743
11;4.767012596130371;11999;1648305678.2169406
12;5.377060413360596;12999;1648306528.72818
13;4.060082912445068;13999;1648307388.1026342
14;7.371668815612793;14999;1648308173.614385
15;11.461553573608398;15999;1648308971.0356953
16;16.006067276000977;16999;1648309762.9012961
17;12.847896575927734;17999;1648310547.122824
18;32.80405807495117;18999;1648311366.7861242
19;32.51496505737305;19999;1648312171.4529817
20;19.99469757080078;20999;1648313003.755112
21;13.209335327148438;21999;1648313882.5847213
22;10.513195037841797;22999;1648314689.6327758
23;13.817741394042969;23999;1648315508.7810717
24;11.631508827209473;24999;1648316312.6459408
25;52.24755096435547;25999;1648317172.9660282
26;20.272811889648438;26999;1648317989.6027699
27;11.384089469909668;27999;1648318811.877599
28;9.153609275817871;28999;1648319653.156335
29;12.332478523254395;29999;1648320455.3961036
30;16.580604553222656;30999;1648321258.4600234
31;21.333328247070312;31999;1648322068.2312887
32;16.4451961517334;32999;1648322873.0732737
33;19.207401275634766;33999;1648323671.480455
34;21.17404556274414;34999;1648324460.786358
35;25.3955135345459;35999;1648325636.385987
36;25.9890079498291;36999;1648326429.8049936
37;25.26705551147461;37999;1648327219.9058166
38;30.785993576049805;38999;1648328015.1774423
39;29.401634216308594;39999;1648328806.592095
40;36.24750900268555;40999;1648329594.946468
41;32.2034912109375;41999;1648330388.2959208
42;34.283592224121094;42999;1648331188.7223892
43;32.991416931152344;43999;1648331985.7507427
44;41.11155700683594;44999;1648332824.6266289
45;34.20252227783203;45999;1648333677.0697489
46;35.87694549560547;46999;1648334469.1290362
47;37.051597595214844;47999;1648335717.1521971
48;38.92545700073242;48999;1648337575.770243
49;42.555484771728516;49999;1648339430.7986934
